0,39.98430324,116.3069175,2008/10/23,02:53:04,2008/10/23,03:05:15,0,167,39.98281451,116.3097486
0,39.99058599,116.312824,2008/10/23,04:08:07,2008/10/23,04:34:52,1,157,39.99165062,116.3124358
0,40.00815346,116.3203657,2008/10/23,09:42:25,2008/10/23,10:21:16,2,150,40.0092342,116.320167
0,40.00859567,116.3216176,2008/10/23,10:26:35,2008/10/24,02:47:06,3,150,40.0092342,116.320167
0,39.90644663,116.3822568,2008/10/26,13:44:07,2008/10/26,14:15:22,4,31,39.90147664,116.3836055
0,39.90032293,116.3926295,2008/10/26,14:16:57,2008/10/26,14:40:32,5,31,39.90147664,116.3836055
0,39.88804537,116.3674986,2008/10/26,14:42:57,2008/10/26,14:48:57,6,31,39.90147664,116.3836055
0,39.89387641,116.3378726,2008/10/26,14:49:37,2008/10/26,14:54:37,7,130,39.89583819,116.3413931
0,39.91825275,116.3101155,2008/10/26,14:57:02,2008/10/26,15:04:07,8,65,39.92870632,116.3041433
0,39.99656755,116.3261568,2008/10/27,11:54:49,2008/10/27,12:04:09,9,1,39.9980175,116.3256579
0,40.00830821,116.300299,2008/10/27,12:05:29,2008/10/28,02:57:26,10,26,40.01266009,116.2952975
0,39.99869336,116.3245516,2008/10/28,05:03:02,2008/10/29,09:23:08,11,1,39.9980175,116.3256579
0,39.97949037,116.3272385,2008/10/29,09:26:28,2008/10/29,09:46:43,12,131,39.98184485,116.3282309
0,39.99826278,116.326223,2008/11/3,10:13:36,2008/11/3,23:21:58,13,1,39.9980175,116.3256579
0,40.00760242,116.3014042,2008/11/3,23:22:03,2008/11/4,03:31:08,14,26,40.01266009,116.2952975
0,39.9883953,116.3270616,2008/11/10,01:36:37,2008/11/10,01:46:47,15,108,39.99056374,116.3275577
0,39.9750169,116.3313432,2008/11/10,01:48:12,2008/11/10,03:29:17,16,52,39.97517695,116.3330014
0,39.98477373,116.3273029,2008/11/10,03:31:07,2008/11/10,03:44:52,17,131,39.98184485,116.3282309
0,40.00938817,116.2967599,2008/11/10,03:46:02,2008/11/11,02:09:04,18,26,40.01266009,116.2952975
0,40.00498877,116.3060738,2008/11/11,02:14:09,2008/11/11,02:25:29,19,26,40.01266009,116.2952975
0,40.0041707,116.3141704,2008/11/11,02:25:39,2008/11/11,02:35:54,20,181,40.00377921,116.3227945
0,39.99719131,116.3261906,2008/11/12,02:30:03,2008/11/12,02:51:21,21,1,39.9980175,116.3256579
0,39.99993823,116.3242849,2008/11/12,02:51:42,2008/11/12,02:58:25,22,1,39.9980175,116.3256579
0,40.00747594,116.3224153,2008/11/12,03:32:57,2008/11/12,04:23:22,23,150,40.0092342,116.320167
0,40.00783882,116.3213368,2008/11/12,04:24:57,2008/11/12,04:44:19,24,150,40.0092342,116.320167
0,40.00872559,116.3211081,2008/11/12,04:52:19,2008/11/12,05:09:14,25,150,40.0092342,116.320167
0,40.00855523,116.3208215,2008/11/12,09:14:00,2008/11/13,03:53:28,26,150,40.0092342,116.320167
0,39.97463372,116.3157013,2008/11/13,06:49:39,2008/11/13,07:41:04,27,126,39.97585754,116.3144793
0,39.95398831,116.3172411,2008/11/13,07:43:39,2008/11/13,07:59:09,28,64,39.94917386,116.309002
0,39.99876432,116.32245,2008/11/13,08:18:47,2008/11/13,11:06:09,29,1,39.9980175,116.3256579
0,39.99980307,116.3244853,2008/11/13,11:06:24,2008/11/13,13:54:31,30,1,39.9980175,116.3256579
0,40.00545172,116.3216274,2008/11/13,14:01:21,2008/11/14,03:50:38,31,181,40.00377921,116.3227945
0,40.00716894,116.3214764,2008/11/14,03:52:15,2008/11/14,04:47:34,32,150,40.0092342,116.320167
0,40.00495719,116.321767,2008/11/14,04:50:44,2008/11/14,07:08:18,33,181,40.00377921,116.3227945
0,40.00705195,116.3224577,2008/11/14,10:14:36,2008/11/14,11:18:34,34,150,40.0092342,116.320167
0,40.00901311,116.3214796,2008/11/14,11:18:39,2008/11/14,11:28:34,35,150,40.0092342,116.320167
0,40.00448491,116.322018,2008/11/14,16:16:00,2008/11/15,03:27:40,36,181,40.00377921,116.3227945
0,40.00900896,116.3213767,2008/11/15,03:30:45,2008/11/15,03:36:37,37,150,40.0092342,116.320167
0,40.00846174,116.3216253,2008/11/15,04:00:05,2008/11/15,04:09:45,38,150,40.0092342,116.320167
0,40.00470222,116.3234485,2008/11/16,08:55:32,2008/11/17,16:17:38,39,181,40.00377921,116.3227945
0,40.00074516,116.3239398,2008/11/18,09:50:05,2008/11/18,11:38:16,40,1,39.9980175,116.3256579
0,39.99427573,116.3305658,2008/11/18,11:47:56,2008/11/18,16:20:38,41,108,39.99056374,116.3275577
0,40.00358665,116.324025,2008/11/19,01:28:06,2008/11/19,11:22:55,42,181,40.00377921,116.3227945
0,40.00898161,116.3233134,2008/11/19,11:24:10,2008/11/19,11:33:40,43,150,40.0092342,116.320167
0,39.99394205,116.3080503,2008/11/19,13:23:06,2008/11/19,13:49:56,44,157,39.99165062,116.3124358
0,40.00689529,116.3212684,2008/11/20,03:57:36,2008/11/21,04:10:06,45,150,40.0092342,116.320167
0,40.00898155,116.3211985,2008/11/21,11:30:38,2008/11/22,01:31:39,46,150,40.0092342,116.320167
0,40.0061568,116.3223696,2008/11/22,01:44:14,2008/11/22,01:55:54,47,181,40.00377921,116.3227945
0,40.00871916,116.3228767,2008/11/22,04:52:09,2008/11/22,05:19:04,48,150,40.0092342,116.320167
0,39.98104896,116.3114813,2008/11/22,05:38:53,2008/11/22,05:56:40,49,167,39.98281451,116.3097486
0,39.99612671,116.325683,2008/11/23,10:21:53,2008/11/23,10:30:08,50,1,39.9980175,116.3256579
0,40.00636304,116.3217639,2008/12/1,11:18:27,2008/12/1,11:35:15,51,181,40.00377921,116.3227945
0,40.00773548,116.3214938,2008/12/2,07:11:36,2008/12/2,07:16:51,52,150,40.0092342,116.320167
0,40.00143256,116.324823,2008/12/2,07:17:21,2008/12/2,10:51:34,53,181,40.00377921,116.3227945
0,40.00523578,116.3233619,2008/12/2,16:11:28,2008/12/3,03:30:36,54,181,40.00377921,116.3227945
0,40.00727364,116.3220265,2008/12/3,15:12:06,2008/12/3,15:27:41,55,150,40.0092342,116.320167
0,40.00891638,116.3204301,2008/12/3,15:28:16,2008/12/3,15:54:25,56,150,40.0092342,116.320167
0,40.00697341,116.321011,2008/12/3,23:49:39,2008/12/3,23:56:19,57,150,40.0092342,116.320167
0,39.99878843,116.3214197,2008/12/3,23:58:14,2008/12/10,02:41:13,58,1,39.9980175,116.3256579
0,40.00699319,116.3238053,2008/12/10,07:55:02,2008/12/10,08:02:42,59,181,40.00377921,116.3227945
0,40.0022301,116.3212099,2008/12/11,04:46:24,2008/12/11,12:24:32,60,181,40.00377921,116.3227945
0,40.00113477,116.3202171,2008/12/12,04:25:25,2008/12/12,06:19:29,61,181,40.00377921,116.3227945
0,39.99699975,116.3158961,2008/12/12,06:22:19,2008/12/12,06:28:11,62,157,39.99165062,116.3124358
0,40.00633725,116.3215952,2008/12/12,06:33:22,2008/12/12,06:42:47,63,181,40.00377921,116.3227945
0,40.00504994,116.3230663,2008/12/12,10:12:36,2008/12/12,10:22:31,64,181,40.00377921,116.3227945
0,40.00406907,116.3216755,2008/12/14,01:10:36,2008/12/14,01:15:41,65,181,40.00377921,116.3227945
0,39.99550372,116.3267219,2008/12/14,01:17:21,2008/12/14,01:24:31,66,1,39.9980175,116.3256579
0,40.00531404,116.3224007,2009/3/30,00:52:08,2009/3/30,03:47:22,67,181,40.00377921,116.3227945
0,40.00720272,116.3212477,2009/3/30,03:47:32,2009/3/30,04:03:07,68,150,40.0092342,116.320167
0,40.00549676,116.320022,2009/3/30,05:18:00,2009/3/30,06:06:15,69,181,40.00377921,116.3227945
0,40.00207076,116.32317,2009/3/30,06:07:10,2009/3/30,10:09:35,70,181,40.00377921,116.3227945
0,40.00549095,116.3223223,2009/3/30,10:09:40,2009/3/30,16:11:06,71,181,40.00377921,116.3227945
0,40.00181766,116.3224912,2009/3/31,00:39:04,2009/3/31,04:31:31,72,181,40.00377921,116.3227945
0,39.99555098,116.3194551,2009/3/31,08:56:30,2009/3/31,11:31:50,73,1,39.9980175,116.3256579
0,40.00559546,116.3208821,2009/4/1,05:06:07,2009/4/1,10:31:43,74,181,40.00377921,116.3227945
0,40.00730296,116.3202539,2009/4/1,20:23:31,2009/4/2,06:07:32,75,150,40.0092342,116.320167
0,40.00401786,116.3248602,2009/4/2,06:07:42,2009/4/2,09:53:26,76,181,40.00377921,116.3227945
