86,40.07577083,116.1137194,2007年4月14日 星期六,23:39:00,2007/4/14,23:44:00,42,40.0641684,116.154058,星期六,下午,白天,休息日
86,39.9700345,116.3179592,2007年4月14日 星期六,23:44:00,2010/5/26,01:53:56,0,39.9781497,116.3145746,星期六,下午,白天,休息日
34,39.96644167,116.3407042,2007年4月15日 星期日,10:44:00,2007/4/15,10:49:54,30,39.97410717,116.3368246,星期日,上午,白天,休息日
34,39.95799792,116.3881229,2007年4月15日 星期日,10:51:00,2007/4/15,10:55:44,24,39.96697544,116.3834892,星期日,上午,白天,休息日
34,39.94134444,116.4193083,2007年4月15日 星期日,10:58:00,2007/4/15,11:03:10,88,39.93298914,116.4309136,星期日,上午,白天,休息日
86,40.06646667,116.1376708,2007年4月15日 星期日,07:18:00,2007/4/15,07:27:19,42,40.0641684,116.154058,星期日,上午,白天,休息日
86,40.06597593,116.2382963,2007年4月15日 星期日,07:30:00,2007/4/15,07:34:18,143,40.06101188,116.2445007,星期日,上午,白天,休息日
86,40.04394615,116.2525436,2007年4月15日 星期日,07:34:00,2007/4/15,07:39:07,143,40.06101188,116.2445007,星期日,上午,白天,休息日
86,40.02646667,116.2671833,2007年4月15日 星期日,07:40:00,2007/4/15,07:45:47,59,40.00661575,116.2724486,星期日,上午,白天,休息日
86,40.00149167,116.2856069,2007年4月15日 星期日,07:46:00,2007/4/15,07:50:31,59,40.00661575,116.2724486,星期日,上午,白天,休息日
86,39.96551222,116.3001633,2007年4月15日 星期日,07:52:00,2007/4/15,07:57:16,187,39.96795702,116.3071996,星期日,上午,白天,休息日
86,39.95213929,116.3027798,2007年4月15日 星期日,07:57:00,2007/4/15,08:03:11,86,39.9477963,116.3183092,星期日,上午,白天,休息日
86,39.94195968,116.3045532,2007年4月15日 星期日,08:03:00,2007/4/15,08:29:34,69,39.92858612,116.3032416,星期日,上午,白天,休息日
34,39.96647255,116.3190167,2007年4月21日 星期六,11:20:00,2007/4/21,11:25:28,187,39.96795702,116.3071996,星期六,上午,白天,休息日
34,40.13054952,116.2008375,2007年4月21日 星期六,11:25:00,2009/7/23,00:24:48,63,40.14006805,116.2532243,星期六,上午,白天,休息日
86,40.08914583,116.1140417,2007年4月21日 星期六,07:04:00,2007/4/21,07:11:37,42,40.0641684,116.154058,星期六,上午,白天,休息日
86,40.08411875,116.1258938,2007年4月21日 星期六,07:14:00,2007/4/21,07:19:59,42,40.0641684,116.154058,星期六,上午,白天,休息日
86,40.06687333,116.1625833,2007年4月21日 星期六,07:20:00,2007/4/21,07:27:23,42,40.0641684,116.154058,星期六,上午,白天,休息日
86,40.0569381,116.2426655,2007年4月21日 星期六,07:28:00,2007/4/21,07:51:18,143,40.06101188,116.2445007,星期六,上午,白天,休息日
86,39.97603485,116.2952667,2007年4月21日 星期六,07:51:00,2007/4/21,07:55:53,173,39.98645362,116.3028589,星期六,上午,白天,休息日
86,39.95955965,116.2956739,2007年4月21日 星期六,07:56:00,2007/4/21,08:33:30,148,39.96407959,116.2839036,星期六,上午,白天,休息日
58,39.94532143,116.3183714,2007年4月28日 星期六,13:40:00,2007/4/28,13:45:08,86,39.9477963,116.3183092,星期六,下午,白天,休息日
